Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
0,"H Sun, W Ni, Y Yang","Hierarchical graph attention network for relation extraction",2021,"Journal of Physics: Conference Series","iopscience.iop.org","https://iopscience.iop.org/article/10.1088/1742-6596/1780/1/012030/meta","",296,"2022-03-25 10:39:45","","10.1088/1742-6596/1780/1/012030","","",,,,,0,0.00,0,3,1,"… a feedforward neural network (… SemEval-2010 Task 8 [15] focuses on semantic relations between pairs of nominals. For example, cancers and exposures are in an Cause-Effect relation …","https://iopscience.iop.org/article/10.1088/1742-6596/1780/1/012030/pdf","https://scholar.google.com/scholar?q=related:FpqqFG0ptM4J:scholar.google.com/&scioq=%22relation%22+%22neural%22+%22semeval+2010+task+8%22&hl=en&as_sdt=2007"
8,"Z Tong, P Xu, T Denoeux","An evidential classifier based on Dempster-Shafer theory and deep learning",2021,"Neurocomputing","Elsevier","https://www.sciencedirect.com/science/article/pii/S0925231221004525","https://scholar.google.com/scholar?cites=5453428667325353127&as_sdt=2005&sciodt=2007&hl=en",308,"2022-03-25 10:39:45","","","","",,,,,8,8.00,3,3,1,"… Deep CNNs, one of the most widely used deep learning architectures, are a special type of multi-layered neural network and the main focus of this paper. The most common CNNs …","https://arxiv.org/pdf/2103.13549","https://scholar.google.com/scholar?q=related:pwzcu3p4rksJ:scholar.google.com/&scioq=%22relation%22+%22neural%22+%22semeval+2010+task+8%22&hl=en&as_sdt=2007"
1,"C Zheng, J Feng, Z Fu, Y Cai, Q Li, T Wang","Multimodal Relation Extraction with Efficient Graph Alignment",2021,"Proceedings of the 29th …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/3474085.3476968","https://scholar.google.com/scholar?cites=10494312825873598657&as_sdt=2005&sciodt=2007&hl=en",311,"2022-03-25 10:39:45","","10.1145/3474085.3476968","","",,,,,1,1.00,0,6,1,"… relation extraction neural models. • We propose a multimodal relation extraction neural … with a widely-used relation extraction dataset SemEval-2010 Task 8 [9] are listed in Table 1. …","https://dl.acm.org/doi/pdf/10.1145/3474085.3476968","https://scholar.google.com/scholar?q=related:wYgF9OlJo5EJ:scholar.google.com/&scioq=%22relation%22+%22neural%22+%22semeval+2010+task+8%22&hl=en&as_sdt=2007"
4,"A Slobodkin, L Choshen, O Abend","Mediators in determining what processing BERT performs first",2021,"arXiv preprint arXiv:2104.06400","arxiv.org","https://arxiv.org/abs/2104.06400","https://scholar.google.com/scholar?cites=5977965789270312871&as_sdt=2005&sciodt=2007&hl=en",318,"2022-03-25 10:39:45","","","","",,,,,4,4.00,1,3,1,"Probing neural models for the ability to perform downstream tasks using their activation patterns is often used to localize what parts of the network specialize in performing what tasks. …","https://arxiv.org/pdf/2104.06400","https://scholar.google.com/scholar?q=related:pwfldDYA9lIJ:scholar.google.com/&scioq=%22relation%22+%22neural%22+%22semeval+2010+task+8%22&hl=en&as_sdt=2007"
10,"X Chen, N Zhang, X Xie, S Deng, Y Yao, C Tan, ...","Knowprompt: Knowledge-aware prompt-tuning with synergistic optimization for relation extraction",2021,"arXiv preprint arXiv …","arxiv.org","https://arxiv.org/abs/2104.07650","https://scholar.google.com/scholar?cites=15380041539873778894&as_sdt=2005&sciodt=2007&hl=en",319,"2022-03-25 10:39:45","","","","",,,,,10,10.00,1,7,1,"… -tuning for relation extraction and propose a knowledge-aware prompt-tuning approach with synergistic optimization (KnowPrompt). Specifically, we inject entity and relation knowledge …","https://arxiv.org/pdf/2104.07650.pdf?ref=https://githubhelp.com","https://scholar.google.com/scholar?q=related:zqztJkvicNUJ:scholar.google.com/&scioq=%22relation%22+%22neural%22+%22semeval+2010+task+8%22&hl=en&as_sdt=2007"
24,"W Zhou, K Huang, T Ma, J Huang","Document-level relation extraction with adaptive thresholding and localized context pooling",2021,"Proceedings of the AAAI Conference on …","aaai.org","https://www.aaai.org/AAAI21Papers/AAAI-8308.ZhouW.pdf","https://scholar.google.com/scholar?cites=10974529163631239393&as_sdt=2005&sciodt=2007&hl=en",324,"2022-03-25 10:39:45","PDF","","","",,,,,24,24.00,6,4,1,"Document-level relation extraction (RE) poses new challenges compared to its sentence-level counterpart. One document commonly contains multiple entity pairs, and one entity pair …","https://www.aaai.org/AAAI21Papers/AAAI-8308.ZhouW.pdf","https://scholar.google.com/scholar?q=related:4aBn9yBcTZgJ:scholar.google.com/&scioq=%22relation%22+%22neural%22+%22semeval+2010+task+8%22&hl=en&as_sdt=2007"
9,"N Zhang, L Li, X Chen, S Deng, Z Bi, C Tan, ...","Differentiable prompt makes pre-trained language models better few-shot learners",2021,"arXiv preprint arXiv …","arxiv.org","https://arxiv.org/abs/2108.13161","https://scholar.google.com/scholar?cites=17540526705863454050&as_sdt=2005&sciodt=2007&hl=en",333,"2022-03-25 10:39:45","","","","",,,,,9,9.00,1,7,1,"… Opennre: An open and extensible toolkit for neural relation extraction. In Sebastian Padó and … Semeval-2010 task 8: Multi-way classification of semantic relations between pairs of …","https://arxiv.org/pdf/2108.13161","https://scholar.google.com/scholar?q=related:Ym0-9Bp4bPMJ:scholar.google.com/&scioq=%22relation%22+%22neural%22+%22semeval+2010+task+8%22&hl=en&as_sdt=2007"
2,"X Hu, C Zhang, Y Yang, X Li, L Lin, L Wen, ...","Gradient Imitation Reinforcement Learning for Low Resource Relation Extraction",2021,"arXiv preprint arXiv …","arxiv.org","https://arxiv.org/abs/2109.06415","https://scholar.google.com/scholar?cites=2659341251517027394&as_sdt=2005&sciodt=2007&hl=en",343,"2022-03-25 10:39:45","","","","",,,,,2,2.00,0,7,1,"… Relation Extraction aims to predict the binary relation between two entities in a sentence. Recent literature leverage deep neural … pre-defined specific relation categories. These methods …","https://arxiv.org/pdf/2109.06415","https://scholar.google.com/scholar?q=related:QhQ3Scfg5yQJ:scholar.google.com/&scioq=%22relation%22+%22neural%22+%22semeval+2010+task+8%22&hl=en&as_sdt=2007"
0,"H Wu, S Gu, Z Wang, Y Weng","Joint Extraction Methods for Semantic Retrieval in Chinese Judicial Cases",2021,"2021 16th International …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/9569695/","",344,"2022-03-25 10:39:45","","","","",,,,,0,0.00,0,4,1,"… In relation extraction task, referring to the official evaluation standard of multi-relation classification task SemEval-2010 Task 8 [6], we take the macro-averaged precision, recall and F1 …","https://ieeexplore.ieee.org/iel7/9569243/9569247/09569695.pdf","https://scholar.google.com/scholar?q=related:wBV1uDjR5igJ:scholar.google.com/&scioq=%22relation%22+%22neural%22+%22semeval+2010+task+8%22&hl=en&as_sdt=2007"
2,"N Taghizadeh, H Faili","Cross-Lingual Adaptation Using Universal Dependencies",2021,"Transactions on Asian and Low-Resource …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/3448251","https://scholar.google.com/scholar?cites=5229956599692646873&as_sdt=2005&sciodt=2007&hl=en",350,"2022-03-25 10:39:45","","10.1145/3448251","","",,,,,2,2.00,1,2,1,"… For our experiments, we employed the dataset of SemEval-2010 task 8 [20], which is used … Table 5 shows the state-of-the-art neural models evaluated by SemEval 2010-task 8 test set …","https://dl.acm.org/doi/pdf/10.1145/3448251","https://scholar.google.com/scholar?q=related:2dljY9GJlEgJ:scholar.google.com/&scioq=%22relation%22+%22neural%22+%22semeval+2010+task+8%22&hl=en&as_sdt=2007"
1,"Z Wang, H Wang, X Luo, J Gao","Back to Prior Knowledge: Joint Event Causality Extraction via Convolutional Semantic Infusion",2021,"Pacific-Asia Conference on Knowledge …","Springer","https://link.springer.com/chapter/10.1007/978-3-030-75762-5_28","https://scholar.google.com/scholar?cites=16438268554760539308&as_sdt=2005&sciodt=2007&hl=en",356,"2022-03-25 10:39:45","","10.1007/978-3-030-75762-5_28","","",,,,,1,1.00,0,4,1,"… causality extraction, we re-annotated the SemEval-2010 task 8 dataset [7] and evaluate our … This paper introduces a novel n-gram-based neural solution for joint casual relation and …","https://arxiv.org/pdf/2102.09923","https://scholar.google.com/scholar?q=related:rMz5KCh2IOQJ:scholar.google.com/&scioq=%22relation%22+%22neural%22+%22semeval+2010+task+8%22&hl=en&as_sdt=2007"
0,"T Yang, L Hu, L Zhang, C Shi, C Yang, N Duan, ...","Tree-Capsule: Tree-Structured Capsule Network for Improving Relation Extraction",2021,"Pacific-Asia Conference …","Springer","https://link.springer.com/chapter/10.1007/978-3-030-75768-7_26","",361,"2022-03-25 10:39:45","","10.1007/978-3-030-75768-7_26","","",,,,,0,0.00,0,7,1,"… -designed feature engineering, neural models have achieved significant improvement for … for sentence-level relation extraction. SemEval 2010 Task 8 [6] contains 10.7k instances of 19 …","","https://scholar.google.com/scholar?q=related:3bbMl6cbc24J:scholar.google.com/&scioq=%22relation%22+%22neural%22+%22semeval+2010+task+8%22&hl=en&as_sdt=2007"
0,"H Wu, S Gu, Z Wang, Y Weng","Joint Extraction Methods for Semantic Retrieval in Chinese Judicial Cases",2021,"2021 16th International …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/9569695/","",364,"2022-03-25 10:39:45","","","","",,,,,0,0.00,0,4,1,"… neural network to obtain the fusion feature Ffused. … In relation extraction task, referring to the official evaluation standard of multi-relation classification task SemEval-2010 Task 8 [6], we …","https://ieeexplore.ieee.org/iel7/9569243/9569247/09569695.pdf","https://scholar.google.com/scholar?q=related:wBV1uDjR5igJ:scholar.google.com/&scioq=%22relation%22+%22neural%22+%22semeval+2010+task+8%22&hl=en&as_sdt=2007"
2,"N Taghizadeh, H Faili","Cross-Lingual Adaptation Using Universal Dependencies",2021,"Transactions on Asian and Low-Resource …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/3448251","https://scholar.google.com/scholar?cites=5229956599692646873&as_sdt=2005&sciodt=2007&hl=en",369,"2022-03-25 10:39:45","","10.1145/3448251","","",,,,,2,2.00,1,2,1,"… We study two tasks of paraphrase identification and relation … we employed the dataset of SemEval-2010 task 8 [20], which … the-art neural models evaluated by SemEval 2010-task 8 test …","https://dl.acm.org/doi/pdf/10.1145/3448251","https://scholar.google.com/scholar?q=related:2dljY9GJlEgJ:scholar.google.com/&scioq=%22relation%22+%22neural%22+%22semeval+2010+task+8%22&hl=en&as_sdt=2007"
0,"李青, 钟将, 李立力, 张剑, 李琪","领域专业知识富关联关系提取方法",2021,"","kzyjc.cnjournals.com","http://kzyjc.cnjournals.com/html/2021/1/20210104.htm","",375,"2022-03-25 10:39:45","HTML","","","",,,,,0,0.00,0,5,1,"… SemEval-2010 Task 8: Multi-way classification of semantic relations between pairs of … Semantic relation classification via convolutional neural networks with simple negative sampling[C]…","http://kzyjc.cnjournals.com/html/2021/1/20210104.htm","https://scholar.google.com/scholar?q=related:sagxiTWpk60J:scholar.google.com/&scioq=%22relation%22+%22neural%22+%22semeval+2010+task+8%22&hl=en&as_sdt=2007"
1,"BW Zou, RT Huang, ZZ Xu, Y Hong, ...","Language adaptation for entity relation classification via adversarial neural networks",2021,"Journal of Computer …","Springer","https://link.springer.com/article/10.1007/s11390-020-9713-0","https://scholar.google.com/scholar?cites=2742201835385236180&as_sdt=2005&sciodt=2007&hl=en",384,"2022-03-25 10:39:45","","10.1007/s11390-020-9713-0","","",,,,,1,1.00,0,5,1,"… entity relation classification are not evenly distributed among languages. While there are various annotated datasets in English, such as the SemEval 2010 Task-8 … SemEval-2010 task 8: …","","https://scholar.google.com/scholar?q=related:1KqPXApCDiYJ:scholar.google.com/&scioq=%22relation%22+%22neural%22+%22semeval+2010+task+8%22&hl=en&as_sdt=2007"
6,"Y Cao, D Chen, Z Xu, H Li, P Luo","Nested relation extraction with iterative neural network",2021,"Frontiers of Computer Science","Springer","https://link.springer.com/article/10.1007/s11704-020-9420-6","https://scholar.google.com/scholar?cites=5918844525720728568&as_sdt=2005&sciodt=2007&hl=en",387,"2022-03-25 10:39:45","","10.1007/s11704-020-9420-6","","",,,,,6,6.00,1,5,1,"… Semeval-2010 task 8: multiway classification of semantic relations between pairs of nominals. In: Proceedings of the Workshop on Semantic Evaluations: Recent Achieve- …","https://dl.acm.org/doi/pdf/10.1145/3357384.3358003","https://scholar.google.com/scholar?q=related:-HNZnLz1I1IJ:scholar.google.com/&scioq=%22relation%22+%22neural%22+%22semeval+2010+task+8%22&hl=en&as_sdt=2007"
1,"H Khaldi, F Benamara, A Abdaoui, ...","Multilevel Entity-Informed Business Relation Extraction",2021,"… on Applications of …","Springer","https://link.springer.com/chapter/10.1007/978-3-030-80599-9_10","https://scholar.google.com/scholar?cites=2708706105332667336&as_sdt=2005&sciodt=2007&hl=en",396,"2022-03-25 10:39:45","","10.1007/978-3-030-80599-9_10","","",,,,,1,1.00,0,4,1,"… -informed neural architecture for business relation extraction … annotated datasets such as SemEval-2010 Task 8 [7], ACE … -BERT [21]) or plug neural adapters outside the PLM to inject …","https://hal.archives-ouvertes.fr/hal-03329307/document","https://scholar.google.com/scholar?q=related:yBNJ-dlBlyUJ:scholar.google.com/&scioq=%22relation%22+%22neural%22+%22semeval+2010+task+8%22&hl=en&as_sdt=2007"
0,"W Li, T Qian","From Consensus to Disagreement: Multi-Teacher Distillation for Semi-Supervised Relation Extraction",2021,"arXiv preprint arXiv:2112.01048","arxiv.org","https://arxiv.org/abs/2112.01048","",398,"2022-03-25 10:39:45","","","","",,,,,0,0.00,0,2,1,"… The student has the same neural architecture as the … relation extraction tasks: sentencelevel RE, cross-sentence n-ary RE, and document-level RE. Since prior semi-supervised relation …","https://arxiv.org/pdf/2112.01048","https://scholar.google.com/scholar?q=related:ytlnL8T8cE4J:scholar.google.com/&scioq=%22relation%22+%22neural%22+%22semeval+2010+task+8%22&hl=en&as_sdt=2007"
1,"W Li, T Qian, X Chen, K Tang, S Zhan, ...","Exploit a Multi-head Reference Graph for Semi-supervised Relation Extraction",2021,"… Conference on Neural …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/9534434/","https://scholar.google.com/scholar?cites=14547065920746071437&as_sdt=2005&sciodt=2007&hl=en",400,"2022-03-25 10:39:45","","","","",,,,,1,1.00,0,6,1,"… Zhou, ""Improved neural relation detection for knowledge base question answering,"" in ACL, … Szpakowicz, ""Semeval2010 task 8: Multi-way classification of semantic relations between …","https://ieeexplore.ieee.org/iel7/9533266/9533267/09534434.pdf","https://scholar.google.com/scholar?q=related:jaVCmmGP4ckJ:scholar.google.com/&scioq=%22relation%22+%22neural%22+%22semeval+2010+task+8%22&hl=en&as_sdt=2007"
0,"M Lei, H Huang, C Feng","Multi-granularity semantic representation model for relation extraction",2021,"Neural Computing and Applications","Springer","https://link.springer.com/article/10.1007/s00521-020-05464-8","",402,"2022-03-25 10:39:45","","10.1007/s00521-020-05464-8","","",,,,,0,0.00,0,3,1,"… SemEval-2010 task 8 is usually used to evaluate the performance for relation classification. … Improved relation classification by deep recurrent neural networks with data augmentation. In…","","https://scholar.google.com/scholar?q=related:z4sKJQcdcYwJ:scholar.google.com/&scioq=%22relation%22+%22neural%22+%22semeval+2010+task+8%22&hl=en&as_sdt=2007"
2,"A Gupte, S Sapre, S Sonawane","Knowledge Graph Generation From Text Using Neural Machine Translation Techniques",2021,"… International Conference on …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/9510164/","https://scholar.google.com/scholar?cites=16807026297440027801&as_sdt=2005&sciodt=2007&hl=en",407,"2022-03-25 10:39:45","","","","",,,,,2,2.00,1,3,1,"… We propose to use an end-to-end Neural Machine Translation (NMT) model to translate simple natural English language sentences to SPARQL Insert statements, which can be utilized …","https://ieeexplore.ieee.org/iel7/9509972/9509932/09510164.pdf","https://scholar.google.com/scholar?q=related:mcSPvV6NPukJ:scholar.google.com/&scioq=%22relation%22+%22neural%22+%22semeval+2010+task+8%22&hl=en&as_sdt=2007"
2,"ЕП Бручес, АЕ Паульс, ТВ Батура, ...","Семантический анализ научных текстов: опыт создания корпуса и построения языковых моделей",2021,"… продукты и системы","cyberleninka.ru","https://cyberleninka.ru/article/n/semanticheskiy-analiz-nauchnyh-tekstov-opyt-sozdaniya-korpusa-i-postroeniya-yazykovyh-modeley","https://scholar.google.com/scholar?cites=3193378067110000108&as_sdt=2005&sciodt=2007&hl=en",408,"2022-03-25 10:39:45","HTML","","","",,,,,2,2.00,1,4,1,"… Этот метод дает макро-Fl 90,2 % на датасете SemEval 2010 Task 8 и оценку микро-Fl … Этот метод дает довольно хорошие результаты на датасете SemEval 2010 Task 8 (Fl-…","https://cyberleninka.ru/article/n/semanticheskiy-analiz-nauchnyh-tekstov-opyt-sozdaniya-korpusa-i-postroeniya-yazykovyh-modeley","https://scholar.google.com/scholar?q=related:7HWdy24oUSwJ:scholar.google.com/&scioq=%22relation%22+%22neural%22+%22semeval+2010+task+8%22&hl=en&as_sdt=2007"
0,"R Saha, OC Granmo, M Goodwin","Using Tsetlin Machine to discover interpretable rules in natural language processing applications",2021,"Expert Systems","Wiley Online Library","https://onlinelibrary.wiley.com/doi/abs/10.1111/exsy.12873","",410,"2022-03-25 10:39:45","","10.1111/exsy.12873","","",,,,,0,0.00,0,3,1,"… The SEMEVAL-2010 Task 8 focused on identifying semantic relations between pairs of … -LSTM to compare our work with an ensemble neural network model as well. Standard Python …","https://onlinelibrary.wiley.com/doi/pdf/10.1111/exsy.12873","https://scholar.google.com/scholar?q=related:7W-oZ7LTWkQJ:scholar.google.com/&scioq=%22relation%22+%22neural%22+%22semeval+2010+task+8%22&hl=en&as_sdt=2007"
0,"Y Seki, K Zhao, M Oguni, K Sugiyama","CNN-based framework for classifying temporal relations with question encoder",2021,"International Journal on Digital …","Springer","https://link.springer.com/article/10.1007/s00799-021-00310-1","",413,"2022-03-25 10:39:45","HTML","10.1007/s00799-021-00310-1","","",,,,,0,0.00,0,4,1,"… SemEval-2010 task 8: Multi-way classification of semantic relations between pairs of … Representations of time expressions for temporal relation extraction with convolutional neural …","https://link.springer.com/article/10.1007/s00799-021-00310-1","https://scholar.google.com/scholar?q=related:hd2aLGmnEXwJ:scholar.google.com/&scioq=%22relation%22+%22neural%22+%22semeval+2010+task+8%22&hl=en&as_sdt=2007"
0,"KL Chien, A Zainal, FA Ghaleb, ...","Application of Knowledge-oriented Convolutional Neural Network For Causal Relation Extraction In South China Sea Conflict Issues",2021,"2021 3rd International …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/9392525/","",417,"2022-03-25 10:39:45","","","","",,,,,0,0.00,0,4,1,"… oriented convolutional neural network (K-CNN) technique is used to extract the causal relation from … Semeval-2010 task 8: Multi-way classification of semantic relations between pairs of …","https://ieeexplore.ieee.org/iel7/9392384/9392402/09392525.pdf","https://scholar.google.com/scholar?q=related:yXJESS-CbogJ:scholar.google.com/&scioq=%22relation%22+%22neural%22+%22semeval+2010+task+8%22&hl=en&as_sdt=2007"
0,"L Liu, P Li","Transformer with Local-feature Extractor for Relation Extraction",2021,"2021 International Joint Conference on Neural …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/9534183/","",422,"2022-03-25 10:39:45","","","","",,,,,0,0.00,0,2,1,"… We successfully combine selfattention mechanism and convolutional neural network for relation extraction, proving the effectiveness for capturing local features before the self-attention …","https://ieeexplore.ieee.org/iel7/9533266/9533267/09534183.pdf","https://scholar.google.com/scholar?q=related:NFDTvi39W1QJ:scholar.google.com/&scioq=%22relation%22+%22neural%22+%22semeval+2010+task+8%22&hl=en&as_sdt=2007"
31,"Z Li, Q Li, X Zou, J Ren","Causality extraction based on self-attentive BiLSTM-CRF with transferred embeddings",2021,"Neurocomputing","Elsevier","https://www.sciencedirect.com/science/article/pii/S0925231220316027","https://scholar.google.com/scholar?cites=3142518599298216749&as_sdt=2005&sciodt=2007&hl=en",434,"2022-03-25 10:39:45","","","","",,,,,31,31.00,8,4,1,"… On this basis, we propose a neural causality extractor with the BiLSTM-CRF model as the … a corpus obtained by extending the annotations of the SemEval 2010 task 8 dataset. [28]. In …","https://arxiv.org/pdf/1904.07629","https://scholar.google.com/scholar?q=related:LXM6KwR4nCsJ:scholar.google.com/&scioq=%22relation%22+%22neural%22+%22semeval+2010+task+8%22&hl=en&as_sdt=2007"
7,"C Xia, W Yin, Y Feng, P Yu","Incremental few-shot text classification with multi-round new classes: Formulation, dataset and system",2021,"arXiv preprint arXiv:2104.11882","arxiv.org","https://arxiv.org/abs/2104.11882","https://scholar.google.com/scholar?cites=16904534391737668674&as_sdt=2005&sciodt=2007&hl=en",442,"2022-03-25 10:39:45","","","","",,,,,7,7.00,2,4,1,"… For the fine-tuning process, we run 5 epochs on IFS-INTENT and 50 epochs on IFS-RELATION. We run the same program with 3 different seeds and report the average performance. …","https://arxiv.org/pdf/2104.11882","https://scholar.google.com/scholar?q=related:QtTlGHf4mOoJ:scholar.google.com/&scioq=%22relation%22+%22neural%22+%22semeval+2010+task+8%22&hl=en&as_sdt=2007"
0,"Y Lu, R Yang, X Jiang, D Zhou, C Yin, Z Li","MRE: A Military Relation Extraction Model Based on BiGRU and Multi-Head Attention",2021,"Symmetry","mdpi.com","https://www.mdpi.com/2073-8994/13/9/1742","",446,"2022-03-25 10:39:45","","","","",,,,,0,0.00,0,6,1,"… [15] first applied the convolutional neural network theory to tackle relation extraction problems. Specifically, they built an end-to-end network based on convolutional neural networks, …","https://www.mdpi.com/2073-8994/13/9/1742/pdf","https://scholar.google.com/scholar?q=related:KPgRojV92YUJ:scholar.google.com/&scioq=%22relation%22+%22neural%22+%22semeval+2010+task+8%22&hl=en&as_sdt=2007"
0,"CB Alt","Neural sequential transfer learning for relation extraction",2021,"","search.proquest.com","https://search.proquest.com/openview/186c89e6bd777a56fa6aca225f8e71bb/1?pq-origsite=gscholar&cbl=2026366&diss=y","",450,"2022-03-25 10:39:45","BOOK","","","",,,,,0,0.00,0,1,1,"… for examples that do not contain a defined relation. While TACRED is approximately ten times the size of SemEval 2010 Task 8, it contains a much higher fraction of negative training …","https://do.tu-berlin.de/bitstream/11303/12278/4/alt_christoph_benedikt.pdf","https://scholar.google.com/scholar?q=related:zzBtZkuETEcJ:scholar.google.com/&scioq=%22relation%22+%22neural%22+%22semeval+2010+task+8%22&hl=en&as_sdt=2007"
0,"J Gong, H Eldardiry","Zero-shot Relation Classification from Side Information",2021,"Proceedings of the 30th ACM International …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/3459637.3482403","",454,"2022-03-25 10:39:45","","10.1145/3459637.3482403","","",,,,,0,0.00,0,2,1,"… Note that we do not use any other clean, supervised dataset such as SemEval-2010 Task 8 (… We also added an attention layer built by three neural network layers and a softmax layer …","https://dl.acm.org/doi/pdf/10.1145/3459637.3482403","https://scholar.google.com/scholar?q=related:-yCsERa5dL4J:scholar.google.com/&scioq=%22relation%22+%22neural%22+%22semeval+2010+task+8%22&hl=en&as_sdt=2007"
0,"S Wang","The Survey of Joint Entity and Relation Extraction",2021,"International Conference on Computing and Data …","Springer","https://link.springer.com/chapter/10.1007/978-981-16-8885-0_29","",455,"2022-03-25 10:39:45","","10.1007/978-981-16-8885-0_29","","",,,,,0,0.00,0,1,1,"… and relation extraction. This review surveys several ways in joint entity and relation extraction based neural … Semeval-2010 task 8: multi-way classification of semantic relations between …","","https://scholar.google.com/scholar?q=related:Mlx_Esc_ZkoJ:scholar.google.com/&scioq=%22relation%22+%22neural%22+%22semeval+2010+task+8%22&hl=en&as_sdt=2007"
0,"Y Gao, R Qi, S Li","A Few-shot Learning Method Based on Bidirectional Encoder Representation from Transformers for Relation Extraction",2021,"2021 IEEE 12th International Conference on …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/9522191/","",456,"2022-03-25 10:39:45","","","","",,,,,0,0.00,0,3,1,"… However, convolutional neural networks suffer from the insufficient instances … relation extraction effects than network models such as CNN and RNN on the dataset SemEval-2010 Task 8…","https://ieeexplore.ieee.org/iel7/9521951/9522148/09522191.pdf","https://scholar.google.com/scholar?q=related:yrWYEaYUExsJ:scholar.google.com/&scioq=%22relation%22+%22neural%22+%22semeval+2010+task+8%22&hl=en&as_sdt=2007"
2,"Q Cheng, J Liu, X Qu, J Zhao, J Liang, ...","HacRED: A Large-Scale Relation Extraction Dataset Toward Hard Cases in Practical Applications",2021,"Findings of the …","aclanthology.org","https://aclanthology.org/2021.findings-acl.249.pdf","https://scholar.google.com/scholar?cites=10610072484317971627&as_sdt=2005&sciodt=2007&hl=en",465,"2022-03-25 10:39:45","PDF","","","",,,,,2,2.00,0,6,1,"… where keywords such as born and died explicitly express the relation information. In contrast, Cas… As reasoning can not be implicitly quantified, we suppose the deep neural models to …","https://aclanthology.org/2021.findings-acl.249.pdf","https://scholar.google.com/scholar?q=related:q0TrvLWMPpMJ:scholar.google.com/&scioq=%22relation%22+%22neural%22+%22semeval+2010+task+8%22&hl=en&as_sdt=2007"
0,"A Mitra, BPS Rawat, DD McManus, ...","Relation Classification for Bleeding Events From Electronic Health Records Using Deep Learning Systems: An Empirical Study",2021,"JMIR medical …","medinform.jmir.org","https://medinform.jmir.org/2021/7/e27527/","",468,"2022-03-25 10:39:45","HTML","","","",,,,,0,0.00,0,4,1,"… event relation classification task, namely, convolutional neural … promising results for relation classification across different … for relation classification on the SemEval-2010 Task 8 data …","https://medinform.jmir.org/2021/7/e27527/","https://scholar.google.com/scholar?q=related:ZfkbDmbQQwQJ:scholar.google.com/&scioq=%22relation%22+%22neural%22+%22semeval+2010+task+8%22&hl=en&as_sdt=2007"
0,"P Tian","Extracting Measured Properties for Numerical Data with SciBert model and Question Answering",2021,"","essay.utwente.nl","http://essay.utwente.nl/89216/","",469,"2022-03-25 10:39:45","","","","",,,,,0,0.00,0,1,1,"… (3) Our model obtains 0.617 F1-score using the SemEval-2010 Task 8 dataset, MeasEval, and outperforms existing state-of-the-art models. The rest of this paper is organized as follows: …","http://essay.utwente.nl/89216/1/Tian_MA_faculty.pdf","https://scholar.google.com/scholar?q=related:-GHmqTdzfvMJ:scholar.google.com/&scioq=%22relation%22+%22neural%22+%22semeval+2010+task+8%22&hl=en&as_sdt=2007"
0,"张勇, 高大林, 巩敦卫, 陶一凡","用于关系抽取的注意力图长短时记忆神经网络",2021,"智能系统学报","html.rhhz.net","http://html.rhhz.net/tis/html/202008036.htm","",470,"2022-03-25 10:39:45","HTML","","","",,,,,0,0.00,0,4,1,"… graph neural network structure, namely the attention graph long short term memory neural … SemEval 2010 task 8数据集:该数据集主要用于对名词性实体之间的语义关系进行分类.它采用9…","http://html.rhhz.net/tis/html/202008036.htm","https://scholar.google.com/scholar?q=related:dy5YUpU4qXAJ:scholar.google.com/&scioq=%22relation%22+%22neural%22+%22semeval+2010+task+8%22&hl=en&as_sdt=2007"
1,"HVT Chi, DL Anh, NL Thanh, D Dinh","English-Vietnamese Cross-Lingual Paraphrase Identification Using MT-DNN",2021,"Engineering, Technology & …","etasr.com","https://etasr.com/index.php/ETASR/article/view/4300","https://scholar.google.com/scholar?cites=2118410599743011236&as_sdt=2005&sciodt=2007&hl=en",477,"2022-03-25 10:39:45","","","","",,,,,1,1.00,0,4,1,"Paraphrase identification is a crucial task in natural language understanding, especially in cross-language information retrieval. Nowadays, Multi-Task Deep Neural Network (MT-DNN) …","https://etasr.com/index.php/ETASR/article/download/4300/2579","https://scholar.google.com/scholar?q=related:pLkadjcbZh0J:scholar.google.com/&scioq=%22relation%22+%22neural%22+%22semeval+2010+task+8%22&hl=en&as_sdt=2007"
