Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
1,"H Khaldi, F Benamara, A Abdaoui, ...","Multilevel Entity-Informed Business Relation Extraction",2021,"… on Applications of …","Springer","https://link.springer.com/chapter/10.1007/978-3-030-80599-9_10","https://scholar.google.com/scholar?cites=2708706105332667336&as_sdt=2005&sciodt=2007&hl=en",116,"2022-03-25 08:51:33","","10.1007/978-3-030-80599-9_10","","",,,,,1,1.00,0,4,1,"… a relation classifier. We consider two configurations: monotask learning and multitask learning. … In this paper, we compare with Knowbert as it achieved the best results on the TACRED …","https://hal.archives-ouvertes.fr/hal-03329307/document","https://scholar.google.com/scholar?q=related:yBNJ-dlBlyUJ:scholar.google.com/&scioq=%22relation%22+%22learning%22+%22tacred%22&hl=en&as_sdt=2007"
0,"M Eyal, A Amrami, H Taub-Tabib, ...","Bootstrapping Relation Extractors using Syntactic Search by Examples",2021,"arXiv preprint arXiv …","arxiv.org","https://arxiv.org/abs/2102.05007","",117,"2022-03-25 08:51:33","","","","",,,,,0,0.00,0,4,1,"… We apply this technique to relations from TACRED and DocRED and show that the resulting … The approach can be considered as an instance of transfer-learning, where we attempt to …","https://arxiv.org/pdf/2102.05007","https://scholar.google.com/scholar?q=related:lAJt-FQ2FwgJ:scholar.google.com/&scioq=%22relation%22+%22learning%22+%22tacred%22&hl=en&as_sdt=2007"
3,"T Nayak, N Majumder, P Goyal, S Poria","Deep neural approaches to relation triplets extraction: A comprehensive survey",2021,"Cognitive Computation","Springer","https://link.springer.com/article/10.1007/s12559-021-09917-7","https://scholar.google.com/scholar?cites=6460066975267823474&as_sdt=2005&sciodt=2007&hl=en",118,"2022-03-25 08:51:33","","10.1007/s12559-021-09917-7","","",,,,,3,3.00,1,4,1,"… TACRED [36] is another dataset for relation extraction that has manually annotated training and test data. TACRED … a self-supervised learning approach for relation extraction from the …","https://arxiv.org/pdf/2103.16929","https://scholar.google.com/scholar?q=related:ch8S5q_EplkJ:scholar.google.com/&scioq=%22relation%22+%22learning%22+%22tacred%22&hl=en&as_sdt=2007"
0,"L Liu, P Li","Transformer with Local-feature Extractor for Relation Extraction",2021,"2021 International Joint Conference on Neural …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/9534183/","",119,"2022-03-25 08:51:33","","","","",,,,,0,0.00,0,2,1,"… We train all our model for 70 epochs with SGD with a learning rate of 0.05, the learning rate is decay by … Besides TACRED, we also used another dataset for relation extraction named …","https://ieeexplore.ieee.org/iel7/9533266/9533267/09534183.pdf","https://scholar.google.com/scholar?q=related:NFDTvi39W1QJ:scholar.google.com/&scioq=%22relation%22+%22learning%22+%22tacred%22&hl=en&as_sdt=2007"
3,"M Asgari-Bidhendi, M Nasser, B Janfada, ...","Perlex: A bilingual persian-english gold dataset for relation extraction",2021,"Scientific …","hindawi.com","https://www.hindawi.com/journals/sp/2021/8893270/","https://scholar.google.com/scholar?cites=10800540381519579553&as_sdt=2005&sciodt=2007&hl=en",120,"2022-03-25 08:51:33","HTML","","","",,,,,3,3.00,1,4,1,"… relation extraction on the proposed bilingual dataset, including a nonneural model (as the baseline), three neural models, and two deep learning … -Task-8 and TACRED datasets, it is the …","https://www.hindawi.com/journals/sp/2021/8893270/","https://scholar.google.com/scholar?q=related:oYm81kA645UJ:scholar.google.com/&scioq=%22relation%22+%22learning%22+%22tacred%22&hl=en&as_sdt=2007"
0,"CX Chu, S Razniewski, G Weikum","KnowFi: Knowledge Extraction from Long Fictional Texts",2021,"3rd Conference on Automated …","openreview.net","https://openreview.net/forum?id=8smkJ2ekBRC","",121,"2022-03-25 08:51:33","","","","",,,,,0,0.00,0,3,1,"… Distantly supervised neural learning has become the method of choice, with different … for relation extraction on the sentence level. We train our relation extraction model using TACRED …","https://openreview.net/pdf?id=8smkJ2ekBRC","https://scholar.google.com/scholar?q=related:0XYfHsFtZEgJ:scholar.google.com/&scioq=%22relation%22+%22learning%22+%22tacred%22&hl=en&as_sdt=2007"
1,"R Ma, T Gui, L Li, Q Zhang, Y Zhou, X Huang","SENT: Sentence-level Distant Relation Extraction via Negative Training",2021,"arXiv preprint arXiv …","arxiv.org","https://arxiv.org/abs/2106.11566","https://scholar.google.com/scholar?cites=8143000768205212874&as_sdt=2005&sciodt=2007&hl=en",122,"2022-03-25 08:51:33","","","","",,,,,1,1.00,0,6,1,"… Learning with noisy data is a widely discussed problem in deep learning, especially in the … When training on the noisy-TACRED, we train for 50 epochs in each iteration, with Th = 0.15, …","https://arxiv.org/pdf/2106.11566","https://scholar.google.com/scholar?q=related:ysyaIg7AAXEJ:scholar.google.com/&scioq=%22relation%22+%22learning%22+%22tacred%22&hl=en&as_sdt=2007"
0,"S Arora, S Wu, E Liu, C Re","Metadata Shaping: Natural Language Annotations for the Tail",2021,"arXiv preprint arXiv:2110.08430","arxiv.org","https://arxiv.org/abs/2110.08430","",124,"2022-03-25 08:51:33","","","","",,,,,0,0.00,0,4,1,"… While recent language models (LMs) are remarkable at learning … We evaluate on standard entity-typing and relation extraction … We use cross-entropy loss for FewRel and TACRED and …","https://arxiv.org/pdf/2110.08430","https://scholar.google.com/scholar?q=related:U23FhVTN6W8J:scholar.google.com/&scioq=%22relation%22+%22learning%22+%22tacred%22&hl=en&as_sdt=2007"
0,"Y Li","An Empirical Study on Relation Extraction in the Biomedical Domain",2021,"arXiv preprint arXiv:2112.05910","arxiv.org","https://arxiv.org/abs/2112.05910","",128,"2022-03-25 08:51:33","","","","",,,,,0,0.00,0,1,1,"… over existing RE models on TACRED. … shot learning techniques, which are able to reduce the reliance of models on labeled data, are important to explore to improve biomedical relation …","https://arxiv.org/pdf/2112.05910","https://scholar.google.com/scholar?q=related:ksiGBv0FeRoJ:scholar.google.com/&scioq=%22relation%22+%22learning%22+%22tacred%22&hl=en&as_sdt=2007"
2,"Q Cheng, J Liu, X Qu, J Zhao, J Liang, ...","HacRED: A Large-Scale Relation Extraction Dataset Toward Hard Cases in Practical Applications",2021,"Findings of the …","aclanthology.org","https://aclanthology.org/2021.findings-acl.249.pdf","https://scholar.google.com/scholar?cites=10610072484317971627&as_sdt=2005&sciodt=2007&hl=en",129,"2022-03-25 08:51:33","PDF","","","",,,,,2,2.00,0,6,1,"… the entire relation triples. The numbers of top and last 20% relation triples in WebNLG, TACRED and … To start PU learning, we sample from D to form a unlabeled dataset Du and set the …","https://aclanthology.org/2021.findings-acl.249.pdf","https://scholar.google.com/scholar?q=related:q0TrvLWMPpMJ:scholar.google.com/&scioq=%22relation%22+%22learning%22+%22tacred%22&hl=en&as_sdt=2007"
0,"Z Zhang, B Yu, X Shu, X Mengge, T Liu, ...","From What to Why: Improving Relation Extraction with Rationale Graph",2021,"Findings of the …","aclanthology.org","https://aclanthology.org/2021.findings-acl.8.pdf","",130,"2022-03-25 08:51:33","PDF","","","",,,,,0,0.00,0,6,1,"… Tacred revisited: A thorough evaluation of the tacred relation extraction task. In Proceedings … Selfore: Self-supervised relational feature learning for open relation extraction. In …","https://aclanthology.org/2021.findings-acl.8.pdf","https://scholar.google.com/scholar?q=related:eWw2oB3jeKEJ:scholar.google.com/&scioq=%22relation%22+%22learning%22+%22tacred%22&hl=en&as_sdt=2007"
24,"W Zhou, K Huang, T Ma, J Huang","Document-level relation extraction with adaptive thresholding and localized context pooling",2021,"Proceedings of the AAAI Conference on …","aaai.org","https://www.aaai.org/AAAI21Papers/AAAI-8308.ZhouW.pdf","https://scholar.google.com/scholar?cites=10974529163631239393&as_sdt=2005&sciodt=2007&hl=en",131,"2022-03-25 08:51:33","PDF","","","",,,,,24,24.00,6,4,1,"Document-level relation extraction (RE) poses new challenges compared to its sentence-level counterpart. One document commonly contains multiple entity pairs, and one entity pair …","https://www.aaai.org/AAAI21Papers/AAAI-8308.ZhouW.pdf","https://scholar.google.com/scholar?q=related:4aBn9yBcTZgJ:scholar.google.com/&scioq=%22relation%22+%22learning%22+%22tacred%22&hl=en&as_sdt=2007"
0,"H Sun, W Ni, Y Yang","Hierarchical graph attention network for relation extraction",2021,"Journal of Physics: Conference Series","iopscience.iop.org","https://iopscience.iop.org/article/10.1088/1742-6596/1780/1/012030/meta","",132,"2022-03-25 08:51:33","","10.1088/1742-6596/1780/1/012030","","",,,,,0,0.00,0,3,1,"… two benchmark relation extraction datasets: (1) TACRED [4] … It introduces 41 relation types and a special ""no relation"" type … learning rate of 0.5 and a decay factor (0.9 for TACRED and …","https://iopscience.iop.org/article/10.1088/1742-6596/1780/1/012030/pdf","https://scholar.google.com/scholar?q=related:FpqqFG0ptM4J:scholar.google.com/&scioq=%22relation%22+%22learning%22+%22tacred%22&hl=en&as_sdt=2007"
2,"R Ormandi, M Saleh, E Winter, V Rao","Webred: Effective pretraining and finetuning for relation extraction on the web",2021,"arXiv preprint arXiv:2102.09681","arxiv.org","https://arxiv.org/abs/2102.09681","https://scholar.google.com/scholar?cites=16830095367649584321&as_sdt=2005&sciodt=2007&hl=en",133,"2022-03-25 08:51:33","","","","",,,,,2,2.00,1,4,1,"… We then fine-tune it for 3,000 steps with learning rate of 1e-3 and batch size of 256. … TacRED. WebREDH2+1dataset has an average sentence length of 41.9 tokens, whereas TacRED …","https://arxiv.org/pdf/2102.09681","https://scholar.google.com/scholar?q=related:wWSzNJGCkOkJ:scholar.google.com/&scioq=%22relation%22+%22learning%22+%22tacred%22&hl=en&as_sdt=2007"
0,"H Van, Z Tang, M Surdeanu","How May I Help You? Using Neural Text Simplification to Improve Downstream NLP Tasks",2021,"arXiv preprint arXiv:2109.04604","arxiv.org","https://arxiv.org/abs/2109.04604","",138,"2022-03-25 08:51:33","","","","",,,,,0,0.00,0,3,1,"… contains a per:title relation between the two entities Douglas Flint … Tables 3 and 4 summarize our results on TACRED for the … This is not necessary for TACRED; for this task we simplified …","https://arxiv.org/pdf/2109.04604","https://scholar.google.com/scholar?q=related:enRGE7Kmi0MJ:scholar.google.com/&scioq=%22relation%22+%22learning%22+%22tacred%22&hl=en&as_sdt=2007"
0,"CB Alt","Neural sequential transfer learning for relation extraction",2021,"","search.proquest.com","https://search.proquest.com/openview/186c89e6bd777a56fa6aca225f8e71bb/1?pq-origsite=gscholar&cbl=2026366&diss=y","",140,"2022-03-25 08:51:33","BOOK","","","",,,,,0,0.00,0,1,1,"… The authors contributed as follows: I proposed the idea to thoroughly evaluate TACRED, implemented, created, and evaluated the 49 models to aggregate evidence for selecting …","https://do.tu-berlin.de/bitstream/11303/12278/4/alt_christoph_benedikt.pdf","https://scholar.google.com/scholar?q=related:zzBtZkuETEcJ:scholar.google.com/&scioq=%22relation%22+%22learning%22+%22tacred%22&hl=en&as_sdt=2007"
12,"P Hase, M Bansal","When can models learn from explanations? a formal framework for understanding the roles of explanation data",2021,"arXiv preprint arXiv:2102.02201","arxiv.org","https://arxiv.org/abs/2102.02201","https://scholar.google.com/scholar?cites=15651191221011882907&as_sdt=2005&sciodt=2007&hl=en",144,"2022-03-25 08:51:33","","","","",,,,,12,12.00,6,2,1,"… between machine and human learning points to natural … For most relation extraction settings we select (C=2,k=4). … On benchmark tasks such as e-SNLI, TACRED, and SemEval, we find …","https://arxiv.org/pdf/2102.02201.pdf?ref=https://githubhelp.com","https://scholar.google.com/scholar?q=related:myMg8H0zNNkJ:scholar.google.com/&scioq=%22relation%22+%22learning%22+%22tacred%22&hl=en&as_sdt=2007"
4,"LS Vannur, B Ganesan, L Nagalapatti, H Patel, ...","Data Augmentation for Fairness in Personal Knowledge Base Population",2021,"Pacific-Asia Conference …","Springer","https://link.springer.com/chapter/10.1007/978-3-030-75015-2_15","https://scholar.google.com/scholar?cites=13212997541823013666&as_sdt=2005&sciodt=2007&hl=en",146,"2022-03-25 08:51:33","","10.1007/978-3-030-75015-2_15","","",,,,,4,4.00,1,5,1,"… In this work, we show how the popular TACRED Dataset can … knowledge graph from the TACRED relation extraction dataset. … explanation solution using reinforcement learning. In this …","","https://scholar.google.com/scholar?q=related:ImN4QkL_XbcJ:scholar.google.com/&scioq=%22relation%22+%22learning%22+%22tacred%22&hl=en&as_sdt=2007"
0,"Y Xie","An Overview of Entity Relation Extraction",2021,"Journal of Physics: Conference Series","iopscience.iop.org","https://iopscience.iop.org/article/10.1088/1742-6596/1827/1/012146/meta","",150,"2022-03-25 08:51:33","","10.1088/1742-6596/1827/1/012146","","",,,,,0,0.00,0,1,1,"… methods such as support vector machaines(SVM) to identify the relation between entity pairs. … of deep learning, methods based on deep learning have been widely used in the relation …","https://iopscience.iop.org/article/10.1088/1742-6596/1827/1/012146/pdf","https://scholar.google.com/scholar?q=related:pGgWDEl4FrkJ:scholar.google.com/&scioq=%22relation%22+%22learning%22+%22tacred%22&hl=en&as_sdt=2007"
1,"M Sumpter, GL Ciampaglia","REMOD: Relation extraction for modeling online discourse",2021,"arXiv preprint arXiv:2102.11105","arxiv.org","https://arxiv.org/abs/2102.11105","https://scholar.google.com/scholar?cites=1932608623380078066&as_sdt=2005&sciodt=2007&hl=en",162,"2022-03-25 08:51:33","","","","",,,,,1,1.00,1,2,1,"… Here we develop a novel supervised learning method for relation extraction that combines … Relation extraction performance is often assessed on the TACRED dataset [67]. This is a …","https://arxiv.org/pdf/2102.11105","https://scholar.google.com/scholar?q=related:8h1ttk0B0hoJ:scholar.google.com/&scioq=%22relation%22+%22learning%22+%22tacred%22&hl=en&as_sdt=2007"
0,"C Liu, X Zhao, Y Zhao","A Method of Relation Extraction: Integrating Graph Convolutional Networks, Relative Entity Position Attention and Back-Multi-Head-Attention Mechanism",2021,"2021 International Joint Conference on …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/9534473/","",164,"2022-03-25 08:51:33","","","","",,,,,0,0.00,0,3,1,"… We conduct relation extraction experiments on the TACRED dataset. The TACRED dataset is a popular relation extraction dataset in recent years. The dataset contains a lot of informa…","https://ieeexplore.ieee.org/iel7/9533266/9533267/09534473.pdf","https://scholar.google.com/scholar?q=related:0dEFhA4q1GAJ:scholar.google.com/&scioq=%22relation%22+%22learning%22+%22tacred%22&hl=en&as_sdt=2007"
6,"K Zaporojets, J Deleu, C Develder, ...","DWIE: An entity-centric dataset for multi-task document-level information extraction",2021,"Information Processing & …","Elsevier","https://www.sciencedirect.com/science/article/pii/S0306457321000662","https://scholar.google.com/scholar?cites=6914197513866358138&as_sdt=2005&sciodt=2007&hl=en",165,"2022-03-25 08:51:33","","","","",,,,,6,6.00,2,4,1,"… neural networks for representation learning in multi-task IE. … that the selection of entity and relation types is a priori defined and … Conversely, we do not a priori limit the entity and relation …","https://arxiv.org/pdf/2009.12626","https://scholar.google.com/scholar?q=related:eq3kgAEq9F8J:scholar.google.com/&scioq=%22relation%22+%22learning%22+%22tacred%22&hl=en&as_sdt=2007"
0,"AM Shalghar, A Kumar, B Ganesan, ...","Document Structure aware Relational Graph Convolutional Networks for Ontology Population",2021,"arXiv preprint arXiv …","arxiv.org","https://arxiv.org/abs/2104.12950","",170,"2022-03-25 08:51:33","","","","",,,,,0,0.00,0,4,1,"… structure in learning ontological relationships between … tacred, though the improvement is relatively less compared to Wikipeople. This seems to be because of the number of no relation …","https://arxiv.org/pdf/2104.12950","https://scholar.google.com/scholar?q=related:mBaDbEZPACAJ:scholar.google.com/&scioq=%22relation%22+%22learning%22+%22tacred%22&hl=en&as_sdt=2007"
0,"J Yellin, O Abend","Paths to Relation Extraction through Semantic Structure",2021,"Findings of the Association for Computational …","aclanthology.org","https://aclanthology.org/2021.findings-acl.231.pdf","",172,"2022-03-25 08:51:33","PDF","","","",,,,,0,0.00,0,2,1,"… learning for … relation or no relation at all, and thus represents a binary classification problem, rather than the multi label classification problem posed by the 41 relations of the TACRED …","https://aclanthology.org/2021.findings-acl.231.pdf","https://scholar.google.com/scholar?q=related:8yVDMsQR8LEJ:scholar.google.com/&scioq=%22relation%22+%22learning%22+%22tacred%22&hl=en&as_sdt=2007"
55,"V Nastase, S Szpakowicz, P Nakov, ...","Semantic relations between nominals",2021,"Synthesis lectures on …","morganclaypool.com","https://www.morganclaypool.com/doi/abs/10.2200/S01078ED2V01Y202002HLT049","https://scholar.google.com/scholar?cites=3380050515802054277&as_sdt=2005&sciodt=2007&hl=en",173,"2022-03-25 08:51:33","","10.2200/S01078ED2V01Y202002HLT049","","",,,,,55,55.00,14,4,1,"… relation instances, and learning algorithms successfully applied thus far. The overview of weakly supervised and unsupervised learning … We focus on methods of relation learning which …","https://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.672.807&rep=rep1&type=pdf","https://scholar.google.com/scholar?q=related:hd5BLQla6C4J:scholar.google.com/&scioq=%22relation%22+%22learning%22+%22tacred%22&hl=en&as_sdt=2007"
0,"T Zhang, C Wang, N Hu, M Qiu, C Tang, X He, ...","DKPLM: Decomposable Knowledge-enhanced Pre-trained Language Model for Natural Language Understanding",2021,"arXiv preprint arXiv …","arxiv.org","https://arxiv.org/abs/2112.01047","",175,"2022-03-25 08:51:33","","","","",,,,,0,0.00,0,7,1,"… entities and retrieves relation triples for learning “pseudo token … The relation types in TACRED is 42 and we adopt the micro … We choose TACRED and Open Entity datasets and report …","https://arxiv.org/pdf/2112.01047","https://scholar.google.com/scholar?q=related:6xdo3frV0ToJ:scholar.google.com/&scioq=%22relation%22+%22learning%22+%22tacred%22&hl=en&as_sdt=2007"
2,"P Li, P Zhong, K Mao, D Wang, X Yang, Y Liu, ...","Act: an attentive convolutional transformer for efficient text classification",2021,"Proceedings of the AAAI …","aaai.org","https://www.aaai.org/AAAI21Papers/AAAI-1396.LiP.pdf","https://scholar.google.com/scholar?cites=2472618928712927923&as_sdt=2005&sciodt=2007&hl=en",177,"2022-03-25 08:51:33","PDF","","","",,,,,2,2.00,0,7,1,"… tation learning, which … relation extraction, we use TACRED and SemEval2010-task8 (SemEval) datasets which contain hand-annotated subject and object entities as well as the relation …","https://www.aaai.org/AAAI21Papers/AAAI-1396.LiP.pdf","https://scholar.google.com/scholar?q=related:s0rXrtCBUCIJ:scholar.google.com/&scioq=%22relation%22+%22learning%22+%22tacred%22&hl=en&as_sdt=2007"
1,"C Zheng, Z Wu, J Feng, Z Fu, ...","MNRE: A Challenge Multimodal Dataset for Neural Relation Extraction with Visual Evidence in Social Media Posts",2021,"2021 IEEE International …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/9428274/","https://scholar.google.com/scholar?cites=9368098170622824388&as_sdt=2005&sciodt=2007&hl=en",178,"2022-03-25 08:51:33","","","","",,,,,1,1.00,0,5,1,"… relation extraction baseline model and the experimental results show that introducing multimodal information improves relation … the problem of few-shot learning [6] or document-level …","https://ieeexplore.ieee.org/iel7/9428049/9428068/09428274.pdf","https://scholar.google.com/scholar?q=related:xM_14KYrAoIJ:scholar.google.com/&scioq=%22relation%22+%22learning%22+%22tacred%22&hl=en&as_sdt=2007"
0,"Y Wang","Leveraging Syntactic Dependency and Lexical Similarity for Neural Relation Extraction",2021,"Asia-Pacific Web (APWeb) and Web-Age Information …","Springer","https://link.springer.com/chapter/10.1007/978-3-030-85896-4_23","",179,"2022-03-25 08:51:33","","10.1007/978-3-030-85896-4_23","","",,,,,0,0.00,0,1,1,"… on dataset TACRED, a large-scale relation extraction dataset introduced by [25]. Concretely, TACRED … It is a very complex relation extraction dataset with 41 relation-types and a no-…","","https://scholar.google.com/scholar?q=related:14DLiKjGH1kJ:scholar.google.com/&scioq=%22relation%22+%22learning%22+%22tacred%22&hl=en&as_sdt=2007"
1,"C Wang, X Liu, Z Chen, H Hong, J Tang, ...","Zero-Shot Information Extraction as a Unified Text-to-Triple Translation",2021,"arXiv preprint arXiv …","arxiv.org","https://arxiv.org/abs/2109.11171","https://scholar.google.com/scholar?cites=5706281452868172978&as_sdt=2005&sciodt=2007&hl=en",180,"2022-03-25 08:51:33","","","","",,,,,1,1.00,0,6,1,"… We further simplify the standard contrastive learning framework by removing the projection … We additionally report results of top-10 triples for relation classification (FewRel and TACRED)…","https://arxiv.org/pdf/2109.11171","https://scholar.google.com/scholar?q=related:snybir_IME8J:scholar.google.com/&scioq=%22relation%22+%22learning%22+%22tacred%22&hl=en&as_sdt=2007"
0,"C Slewe","Generating common-sense scene graphs using a knowledge base BERT model",2021,"","studenttheses.uu.nl","https://studenttheses.uu.nl/bitstream/handle/20.500.12932/260/Msc_thesis_chris_slewe.pdf?sequence=1","",181,"2022-03-25 08:51:33","PDF","","","",,,,,0,0.00,0,1,1,"… relation extraction dataset (TACRED), another relation extraction task. The advantage of adjusting the TACRED task … is that the TACRED task was similar to our relation prediction task, …","https://studenttheses.uu.nl/bitstream/handle/20.500.12932/260/Msc_thesis_chris_slewe.pdf?sequence=1","https://scholar.google.com/scholar?q=related:uOA9WO_5bJwJ:scholar.google.com/&scioq=%22relation%22+%22learning%22+%22tacred%22&hl=en&as_sdt=2007"
2,"N Loukachevitch, E Artemova, T Batura, ...","NEREL: A Russian Dataset with Nested Named Entities, Relations and Events",2021,"arXiv preprint arXiv …","arxiv.org","https://arxiv.org/abs/2108.13112","https://scholar.google.com/scholar?cites=10679287269736443601&as_sdt=2005&sciodt=2007&hl=en",184,"2022-03-25 08:51:33","","","","",,,,,2,2.00,1,4,1,"… Relation annotations within TACRED are constructed by … We exploit multiple deep learning models, which deliver state… Thus we follow the common relation extraction setup and …","https://arxiv.org/pdf/2108.13112","https://scholar.google.com/scholar?q=related:0e79xjBzNJQJ:scholar.google.com/&scioq=%22relation%22+%22learning%22+%22tacred%22&hl=en&as_sdt=2007"
2,"Q Sun, K Zhang, L Lv, X Li, K Huang, T Zhang","Joint extraction of entities and overlapping relations by improved graph convolutional networks",2021,"Applied Intelligence","Springer","https://link.springer.com/article/10.1007/s10489-021-02667-x","https://scholar.google.com/scholar?cites=14605181385714535006&as_sdt=2005&sciodt=2007&hl=en",189,"2022-03-25 08:51:33","","10.1007/s10489-021-02667-x","","",,,,,2,2.00,0,6,1,"… use the public TACRED dataset, which has 41 relation types and provides a special “no relation” type. … We will also research the global contextual representation learning to improve the …","","https://scholar.google.com/scholar?q=related:XoqptxYHsMoJ:scholar.google.com/&scioq=%22relation%22+%22learning%22+%22tacred%22&hl=en&as_sdt=2007"
1,"N Taghizadeh, A Ebrahimi, H Faili","NSURL-2021 Task 1: Semantic Relation Extraction in Persian",2021,"NSURL 2021","aclanthology.org","https://aclanthology.org/2021.nsurl-1.pdf#page=22","https://scholar.google.com/scholar?cites=8818210194055733235&as_sdt=2005&sciodt=2007&hl=en",191,"2022-03-25 08:51:33","PDF","","","",,,,,1,1.00,0,3,1,"… to develop customized machine learning methods. Therefore, it is … relation between them, given a pre-defined set of relation … The relation types of the shared task include 9 bidirectional …","https://aclanthology.org/2021.nsurl-1.pdf#page=22","https://scholar.google.com/scholar?q=related:859rW3OTYHoJ:scholar.google.com/&scioq=%22relation%22+%22learning%22+%22tacred%22&hl=en&as_sdt=2007"
0,"O Arviv, D Nikolaev, T Karidi, O Abend","On the Relation between Syntactic Divergence and Zero-Shot Performance",2021,"arXiv preprint arXiv:2110.04644","arxiv.org","https://arxiv.org/abs/2110.04644","",197,"2022-03-25 08:51:33","","","","",,,,,0,0.00,0,4,1,"… of employing ZS learning cross-… relation types in TACRED, we sampled the TACRED training set so that approximately 25% of the examples are labeled as no_relation (in TACRED, …","https://arxiv.org/pdf/2110.04644","https://scholar.google.com/scholar?q=related:hn9VY9PABTIJ:scholar.google.com/&scioq=%22relation%22+%22learning%22+%22tacred%22&hl=en&as_sdt=2007"
0,"T Liang, Y Liu, X Liu, G Sharma, M Guo","Distantly-Supervised Long-Tailed Relation Extraction Using Constraint Graphs",2021,"arXiv preprint arXiv:2105.11225","arxiv.org","https://arxiv.org/abs/2105.11225","",200,"2022-03-25 08:51:33","","","","",,,,,0,0.00,0,5,1,"… On top of that, we further propose a novel constraint graph-based relation extraction … -rich relation nodes to data-poor relation nodes, and thus boosts the representation learning of long-…","https://arxiv.org/pdf/2105.11225","https://scholar.google.com/scholar?q=related:lJoSpuvdyp4J:scholar.google.com/&scioq=%22relation%22+%22learning%22+%22tacred%22&hl=en&as_sdt=2007"
1,"C Qiu, G Zhou, Z Cai, A Søgaard","A Global–Local Attentive Relation Detection Model for Knowledge-Based Question Answering",2021,"IEEE Transactions on …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/9392350/","https://scholar.google.com/scholar?cites=3932982293708660824&as_sdt=2005&sciodt=2007&hl=en",204,"2022-03-25 08:51:33","","","","",,,,,1,1.00,0,4,1,"… Here, we summarize the recent research progress of KBs, including knowledge representation learning and its applications on relation detection and question answering over KBs. …","https://ieeexplore.ieee.org/iel7/9078688/9184921/09392350.pdf","https://scholar.google.com/scholar?q=related:WOBn7I7ClDYJ:scholar.google.com/&scioq=%22relation%22+%22learning%22+%22tacred%22&hl=en&as_sdt=2007"
1,"M Kulkarni, D Mahata, R Arora, R Bhowmik","Learning Rich Representation of Keyphrases from Text",2021,"arXiv preprint arXiv …","arxiv.org","https://arxiv.org/abs/2112.08547","https://scholar.google.com/scholar?cites=11790401334046053733&as_sdt=2005&sciodt=2007&hl=en",205,"2022-03-25 08:51:33","","","","",,,,,1,1.00,0,4,1,"… -level relation extraction task using the popular TACRED benchmark dataset (Zhang et al.… TACRED contains more than 100,000 sentences with entities that belong to 23 different fine-…","https://arxiv.org/pdf/2112.08547","https://scholar.google.com/scholar?q=related:ZVUbi4vrn6MJ:scholar.google.com/&scioq=%22relation%22+%22learning%22+%22tacred%22&hl=en&as_sdt=2007"
9,"N Zhang, S Deng, X Cheng, X Chen, Y Zhang, ...","Drop redundant, shrink irrelevant: Selective knowledge injection for language pretraining",2021,"Proceedings of the …","ijcai.org","https://www.ijcai.org/proceedings/2021/0552.pdf","https://scholar.google.com/scholar?cites=8997568676825225803&as_sdt=2005&sciodt=2007&hl=en",206,"2022-03-25 08:51:33","PDF","","","",,,,,9,9.00,2,6,1,"… In contrast, transfer learning uses the knowledge acquired … than RoBERTa in FIGER and TACRED, indicating the advantages … improvements in OpenEntity and TACRED, indicating the …","https://www.ijcai.org/proceedings/2021/0552.pdf","https://scholar.google.com/scholar?q=related:S1pZWArJ3XwJ:scholar.google.com/&scioq=%22relation%22+%22learning%22+%22tacred%22&hl=en&as_sdt=2007"
0,"J Pan, M Peng, Y Zhang","Mention-centered Graph Neural Network for Document-level Relation Extraction",2021,"arXiv preprint arXiv:2103.08200","arxiv.org","https://arxiv.org/abs/2103.08200","",207,"2022-03-25 08:51:33","","","","",,,,,0,0.00,0,3,1,"… “+wiki” means we use relation data from Wikidata 4 to facilitate the learning of ranking loss. … path for relation extraction and achieves state-of-art performance on TACRED dataset. [30] ex…","https://arxiv.org/pdf/2103.08200","https://scholar.google.com/scholar?q=related:xHn7peX9fd0J:scholar.google.com/&scioq=%22relation%22+%22learning%22+%22tacred%22&hl=en&as_sdt=2007"
1,"IU Haq, ZY Khan, A Ahmad, B Hayat, A Khan, YE Lee, ...","Evaluating and Enhancing the Robustness of Sustainable Neural Relationship Classifiers Using Query-Efficient Black-Box Adversarial Attacks",2021,"Sustainability","mdpi.com","https://www.mdpi.com/2071-1050/13/11/5892","https://scholar.google.com/scholar?cites=12846113165828890320&as_sdt=2005&sciodt=2007&hl=en",210,"2022-03-25 08:51:33","","","","",,,,,1,1.00,0,7,1,"… Neural relation extraction (NRE) models are the backbone of various machine learning tasks, … For SemEval-2010 Task 8, the attack success rates are not as high as on TACRED, as the …","https://www.mdpi.com/2071-1050/13/11/5892/pdf","https://scholar.google.com/scholar?q=related:0B6z2dyPRrIJ:scholar.google.com/&scioq=%22relation%22+%22learning%22+%22tacred%22&hl=en&as_sdt=2007"
