Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
1,"X Mou, M Yu, S Chang, Y Feng, L Zhang, ...","Complementary Evidence Identification in Open-Domain Question Answering",2021,"arXiv preprint arXiv …","arxiv.org","https://arxiv.org/abs/2103.11643","https://scholar.google.com/scholar?cites=1313183857057626017&as_sdt=2005&sciodt=2007&hl=en",158,"2022-03-25 12:38:46","","","","",,,,,1,1.00,0,6,1,"This paper proposes a new problem of complementary evidence identification for open-domain question answering (QA). The problem aims to efficiently find a small set of passages …","https://arxiv.org/pdf/2103.11643","https://scholar.google.com/scholar?q=related:oXeyrMJdORIJ:scholar.google.com/&scioq=%22relation%22+%22neural%22+%22docred%22&hl=en&as_sdt=2007"
1,"P Jiang, XL Mao, B Bian, ...","Improving Document-level Relation Extraction via Contextualizing Mention Representations andWeighting Mention Pairs",2020,"2020 IEEE International …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/9194547/","https://scholar.google.com/scholar?cites=11935240456402192277&as_sdt=2005&sciodt=2007&hl=en",49,"2022-03-25 12:38:46","","","","",,,,,1,0.50,0,4,2,"… For DocRED, we recount the statistics of the DocRED and some … The annotations of the DocRED are at the token-level, we … of 6.5 F1 that is close to the neural predictor (+7.9) which is …","","https://scholar.google.com/scholar?q=related:lUe5oPV9oqUJ:scholar.google.com/&scioq=%22relation%22+%22neural%22+%22docred%22&hl=en&as_sdt=2007"
1,"Q Wang, B Yu, L Lv, S Li, H Wang","Inter-sentence Relation Extraction Based on Relation-level Attention Mechanism",2020,"2020 13th International …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/9526841/","https://scholar.google.com/scholar?cites=11615489433020084441&as_sdt=2005&sciodt=2007&hl=en",51,"2022-03-25 12:38:46","","","","",,,,,1,0.50,0,5,2,"… DocRED show that our RGBert model achieves significant improvements on inter-sentence relation … [26] applied graph neural networN for relation extraction, all of which achieved the …","https://ieeexplore.ieee.org/iel7/9526655/9526679/09526841.pdf","https://scholar.google.com/scholar?q=related:2TB3CxmCMqEJ:scholar.google.com/&scioq=%22relation%22+%22neural%22+%22docred%22&hl=en&as_sdt=2007"
1,"Y Xu, Z Yang, Y Song, Z Li, L Wang, ...","Star-bilstm-lan for document-level mutation-disease relation extraction from biomedical literature",2020,"2020 IEEE …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/9313250/","https://scholar.google.com/scholar?cites=11712365255453687802&as_sdt=2005&sciodt=2007&hl=en",80,"2022-03-25 12:38:46","","","","",,,,,1,0.50,0,6,2,"… Most current document-level mutation-disease relation extraction methods are based on … as a sequence tagging task and propose a neural network-based method called Star-BiLSTM-…","https://ieeexplore.ieee.org/iel7/9312958/9312977/09313250.pdf","https://scholar.google.com/scholar?q=related:-r_xIiWuiqIJ:scholar.google.com/&scioq=%22relation%22+%22neural%22+%22docred%22&hl=en&as_sdt=2007"
1,"L Yan, X Han, L Sun, F Liu, N Bian","From Bag of Sentences to Document: Distantly Supervised Relation Extraction via Machine Reading Comprehension",2020,"arXiv preprint arXiv:2012.04334","arxiv.org","https://arxiv.org/abs/2012.04334","https://scholar.google.com/scholar?cites=5776887953238387607&as_sdt=2005&sciodt=2007&hl=en",84,"2022-03-25 12:38:46","","","","",,,,,1,0.50,0,5,2,"… how to build entity-centric documents, then describe how to model relation extraction as a widely studied task– MRC, finally introduce the MRC model we used for relation extraction. …","https://arxiv.org/pdf/2012.04334","https://scholar.google.com/scholar?q=related:l-sBePygK1AJ:scholar.google.com/&scioq=%22relation%22+%22neural%22+%22docred%22&hl=en&as_sdt=2007"
0,"J Pan, M Peng, Y Zhang","Mention-centered Graph Neural Network for Document-level Relation Extraction",2021,"arXiv preprint arXiv:2103.08200","arxiv.org","https://arxiv.org/abs/2103.08200","",5,"2022-03-25 12:38:46","","","","",,,,,0,0.00,0,3,1,"… state-ofthe-art performance on DocRED. We demonstrate the … In this section, we will introduce the DocRED dataset and model … We use the DocRED dataset to evaluate the proposed …","https://arxiv.org/pdf/2103.08200","https://scholar.google.com/scholar?q=related:xHn7peX9fd0J:scholar.google.com/&scioq=%22relation%22+%22neural%22+%22docred%22&hl=en&as_sdt=2007"
0,"D Wang, W Hu, E Cao, W Sun, A Notations","Supplementary Material of Global-to-Local Neural Networks for Document-Level Relation Extraction",,"aclanthology.org","","https://aclanthology.org/attachments/2020.emnlp-main.303.OptionalSupplementaryMaterial.zip","",7,"2022-03-25 12:38:46","PDF","","","",,,,,0,0.00,0,5,,"… that, the gold standard of the test set of DocRED is unknown, and only F1 scores can be … D Case Study on DocRED In this section, we show a few examples from the DocRED …","https://aclanthology.org/attachments/2020.emnlp-main.303.OptionalSupplementaryMaterial.zip","https://scholar.google.com/scholar?q=related:KiNmqI7jS0wJ:scholar.google.com/&scioq=%22relation%22+%22neural%22+%22docred%22&hl=en&as_sdt=2007"
0,"H Kuang, H Chen, X Ma, X Liu","A Keyword Detection and Context Filtering Method for Document Level Relation Extraction",2022,"Applied Sciences","mdpi.com","https://www.mdpi.com/1482032","",16,"2022-03-25 12:38:46","","","","",,,,,0,0.00,0,4,1,"… Moreover, the previously proposed models based on graph neural networks or … relation distribution on the DocRED dataset. They proposed a two-step RE mode, separating relation …","https://www.mdpi.com/2076-3417/12/3/1599/htm",""
0,"SS Park, HS Kim","Entity-oriented Sentence Extraction and Relation-Context Co-attention for Document-level Relation Extraction",2020,"Annual Conference on Human and Language …","koreascience.or.kr","https://www.koreascience.or.kr/article/CFKO202030060875865.v1ff8iew","",17,"2022-03-25 12:38:46","","","","",,,,,0,0.00,0,2,2,"… Sun, DocRED: A Large-Scale Document-Level Relation Extraction Dataset, Proceedings of the … Zhao, Relation classification via convolutional deep neural network, Proceedings of the …","https://www.koreascience.or.kr/article/CFKO202030060875865.pdf","https://scholar.google.com/scholar?q=related:3QlzxI-wJJ0J:scholar.google.com/&scioq=%22relation%22+%22neural%22+%22docred%22&hl=en&as_sdt=2007"
0,"H Zhang, Z Huang, Z Li, D Li, F Liu","Densely Connected Graph Attention Network Based on Iterative Path Reasoning for Document-Level Relation Extraction",2021,"Pacific-Asia Conference on …","Springer","https://link.springer.com/chapter/10.1007/978-3-030-75765-6_22","",19,"2022-03-25 12:38:46","","10.1007/978-3-030-75765-6_22","","",,,,,0,0.00,0,5,1,"… Finally, due to the uneven distribution of DoCRED, we utilize … For DocRED, we report the F1 excluding those relational … Convolutional neural networks for chemical-disease relation …","","https://scholar.google.com/scholar?q=related:nUNhxiga4LsJ:scholar.google.com/&scioq=%22relation%22+%22neural%22+%22docred%22&hl=en&as_sdt=2007"
0,"M Eyal, A Amrami, H Taub-Tabib, ...","Bootstrapping Relation Extractors using Syntactic Search by Examples",2021,"arXiv preprint arXiv …","arxiv.org","https://arxiv.org/abs/2102.05007","",21,"2022-03-25 12:38:46","","","","",,,,,0,0.00,0,4,1,"… The advent of neural-networks in NLP brought with it substantial improvements in … single supporting sentence in DocRED (ie sentence level relations). As DocRED’s labelled test set is …","https://arxiv.org/pdf/2102.05007","https://scholar.google.com/scholar?q=related:lAJt-FQ2FwgJ:scholar.google.com/&scioq=%22relation%22+%22neural%22+%22docred%22&hl=en&as_sdt=2007"
0,"J Zhao, G Duan, T Huang","Pre-classification Supporting Reasoning for Document-level Relation Extraction",2021,"The 10th International Joint Conference on …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/3502223.3502245","",22,"2022-03-25 12:38:46","","10.1145/3502223.3502245","","",,,,,0,0.00,0,3,1,"… Experiments on DocRED show that our method achieves an … neural network to obtain hidden features of the entities. For each entity pair (es ,eo), we calculate the probability of relation …","https://dl.acm.org/doi/pdf/10.1145/3502223.3502245","https://scholar.google.com/scholar?q=related:YqS9fUhzS00J:scholar.google.com/&scioq=%22relation%22+%22neural%22+%22docred%22&hl=en&as_sdt=2007"
0,"S Yang, T Zhang, D Su, N Hu, W Nong, X He","SaGCN: Structure-Aware Graph Convolution Network for Document-Level Relation Extraction",2021,"Pacific-Asia Conference on …","Springer","https://link.springer.com/chapter/10.1007/978-3-030-75768-7_30","",26,"2022-03-25 12:38:46","","10.1007/978-3-030-75768-7_30","","",,,,,0,0.00,0,6,1,"… heuristic way to obtain the final fused graph neural network. Additionally, to enable the model … We show the results of SaGCN for the DocRED in Table 2. From the experimental results, …","","https://scholar.google.com/scholar?q=related:nd1HLSzAlAwJ:scholar.google.com/&scioq=%22relation%22+%22neural%22+%22docred%22&hl=en&as_sdt=2007"
0,"M Zhu, Z Deng, W Xiong, M Yu, M Zhang, ...","Neural Correction Model for Open-Domain Named Entity Recognition",2019,"arXiv preprint arXiv …","arxiv.org","https://arxiv.org/abs/1909.06058","",28,"2022-03-25 12:38:46","","","","",,,,,0,0.00,0,6,3,"… the manually annotated labels in DocRED and learn a pattern of … all the entities annotated in DocRED and use them to make … the entity type annotated in DocRED as the ground truth of …","https://arxiv.org/pdf/1909.06058","https://scholar.google.com/scholar?q=related:riabjZf4E8cJ:scholar.google.com/&scioq=%22relation%22+%22neural%22+%22docred%22&hl=en&as_sdt=2007"
0,"Z Xue, R Li, Q Dai, Z Jiang","CorefDRE: Document-level Relation Extraction with coreference resolution",2022,"arXiv preprint arXiv:2202.10744","arxiv.org","https://arxiv.org/abs/2202.10744","",32,"2022-03-25 12:38:46","","","","",,,,,0,0.00,0,4,1,"… We compare our CorefDRE model with other baselines on the DocRED dataset. The results … doc-level relation extraction. Although we only conduct the experiments on DocRED, Dialo…","https://arxiv.org/pdf/2202.10744",""
0,"N Hu, T Zhang, S Yang, W Nong, X He","HAIN: Hierarchical Aggregation and Inference Network for Document-Level Relation Extraction",2021,"CCF International Conference on …","Springer","https://link.springer.com/chapter/10.1007/978-3-030-88480-2_26","",33,"2022-03-25 12:38:46","","10.1007/978-3-030-88480-2_26","","",,,,,0,0.00,0,5,1,"… We list a few examples from DocRED dev set in Table 4, and use HAIN-GloVe in comparison with GAIN-GloVe [22] which is one of the most powerful graph-based model recently. We …","","https://scholar.google.com/scholar?q=related:dJkXPZuEdf4J:scholar.google.com/&scioq=%22relation%22+%22neural%22+%22docred%22&hl=en&as_sdt=2007"
0,"C Zhao, D Zeng, L Xu, J Dai","Document-level Relation Extraction with Context Guided Mention Integration and Inter-pair Reasoning",2022,"arXiv preprint arXiv:2201.04826","arxiv.org","https://arxiv.org/abs/2201.04826","",38,"2022-03-25 12:38:46","","","","",,,,,0,0.00,0,4,1,"… Then, we use a feed-forward neural network to calculate the probability for each relation: … layer, the performance of our model on the DocRED dev set drops by 0.38% in both F1 and …","https://arxiv.org/pdf/2201.04826","https://scholar.google.com/scholar?q=related:gOa-ss_h_F0J:scholar.google.com/&scioq=%22relation%22+%22neural%22+%22docred%22&hl=en&as_sdt=2007"
0,"Z Zhang, B Yu, X Shu, T Liu","NA-Aware Machine Reading Comprehension for Document-Level Relation Extraction",2021,"Joint European Conference on Machine …","Springer","https://link.springer.com/chapter/10.1007/978-3-030-86523-8_35","",39,"2022-03-25 12:38:46","","10.1007/978-3-030-86523-8_35","","",,,,,0,0.00,0,4,1,"… 1, we show an example in DocRED … different neural architectures to encode the document, which are all text-based models and official baselines released by the authors of DocRED. (4) …","https://2021.ecmlpkdd.org/wp-content/uploads/2021/07/sub_591.pdf","https://scholar.google.com/scholar?q=related:R6Azk7pF3_oJ:scholar.google.com/&scioq=%22relation%22+%22neural%22+%22docred%22&hl=en&as_sdt=2007"
0,"D Ru, C Sun, J Feng, L Qiu, H Zhou, W Zhang, ...","Learning Logic Rules for Document-level Relation Extraction",2021,"arXiv preprint arXiv …","arxiv.org","https://arxiv.org/abs/2111.05407","",42,"2022-03-25 12:38:46","","","","",,,,,0,0.00,0,7,1,"… We use neural networks to parameterize the rule generator and the relation extractor. … We analyze the results on DocRED data and discuss the superiority of our LogiRE on capturing …","https://arxiv.org/pdf/2111.05407","https://scholar.google.com/scholar?q=related:stk-R7mDs8MJ:scholar.google.com/&scioq=%22relation%22+%22neural%22+%22docred%22&hl=en&as_sdt=2007"
0,"M Zou, Q Yang, J Qu, Z Li, A Liu, L Zhao, ...","Document-Level Relation Extraction with Entity Enhancement and Context Refinement",2021,"… Conference on Web …","Springer","https://link.springer.com/chapter/10.1007/978-3-030-91560-5_25","",43,"2022-03-25 12:38:46","","10.1007/978-3-030-91560-5_25","","",,,,,0,0.00,0,7,1,"… on the benchmark dataset DocRED verifies that our method … Figure 1(a) shows an example in DocRED, where the relation … into sequence-based models, Graph Neural Network (GNN)-…","","https://scholar.google.com/scholar?q=related:iw1dzdXdizEJ:scholar.google.com/&scioq=%22relation%22+%22neural%22+%22docred%22&hl=en&as_sdt=2007"
0,"H Tang, Y Cao, Z Zhang, R Jia, F Fang, ...","Multi-Granularity Heterogeneous Graph for Document-Level Relation Extraction",2021,"ICASSP 2021-2021 …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/9414755/","",44,"2022-03-25 12:38:46","","","","",,,,,0,0.00,0,6,1,"… on DocRED [15]. It is currently the largest manually annotated document-level RE dataset, contains 5,053 documents, 40,276 sentences, 56,354 relational facts and 96 frequent relation …","https://ieeexplore.ieee.org/iel7/9413349/9413350/09414755.pdf","https://scholar.google.com/scholar?q=related:Bf7D4ndR7nsJ:scholar.google.com/&scioq=%22relation%22+%22neural%22+%22docred%22&hl=en&as_sdt=2007"
0,"C Wang, X Xu, S Zhao, Y Cao, N Lyu, S Jia, ...","ILG: Inference model based on Line Graphs for document-level relation extraction",2021,"2021 4th International …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/3508546.3508633","",45,"2022-03-25 12:38:46","","10.1145/3508546.3508633","","",,,,,0,0.00,0,7,1,"… studies focus on leveraging Graph Neural Networks (GNNs) … relation is harder to distinguish. According to [24], over 40% relationships in DocRED, a large-scale document-level relation …","https://dl.acm.org/doi/pdf/10.1145/3508546.3508633",""
0,"S Zhang, C Wong, N Usuyama, S Jain, ...","Modular Self-Supervision for Document-Level Relation Extraction",2021,"arXiv preprint arXiv …","arxiv.org","https://arxiv.org/abs/2109.05362","",48,"2022-03-25 12:38:46","","","","",,,,,0,0.00,0,5,1,"… close inspection, DocRED does not have many truly long-range relation instances. … neural networks and neural logic programming, and use deep probabilistic logic to combine relation …","https://arxiv.org/pdf/2109.05362.pdf?ref=https://githubhelp.com","https://scholar.google.com/scholar?q=related:d4SFFdE8yBQJ:scholar.google.com/&scioq=%22relation%22+%22neural%22+%22docred%22&hl=en&as_sdt=2007"
0,"Y Li","An Empirical Study on Relation Extraction in the Biomedical Domain",2021,"arXiv preprint arXiv:2112.05910","arxiv.org","https://arxiv.org/abs/2112.05910","",50,"2022-03-25 12:38:46","","","","",,,,,0,0.00,0,1,1,"… deep neural networks for relation extraction, including convolutional neural networks (Kim… Both DocUNet and ATLOP are originally proposed and designed for the DocRED Relation …","https://arxiv.org/pdf/2112.05910","https://scholar.google.com/scholar?q=related:ksiGBv0FeRoJ:scholar.google.com/&scioq=%22relation%22+%22neural%22+%22docred%22&hl=en&as_sdt=2007"
0,"K Yang, Y Jang, C Lee, J Seo, H Jang, ...","Graph-to-Text Generation Using Relation Extraction Datasets",2021,"Annual Conference on …","koreascience.or.kr","https://www.koreascience.or.kr/article/CFKO202130060708832.page","",56,"2022-03-25 12:38:46","","","","",,,,,0,0.00,0,6,1,"… Hennig, “Tacred revisited: A thorough evaluation of the tacred relation extraction task,” arXiv … Sun, “Docred: A largescale document-level relation extraction dataset,” arXiv preprint arXiv:…","https://www.koreascience.or.kr/article/CFKO202130060708832.pdf","https://scholar.google.com/scholar?q=related:hkN_cY6Q_icJ:scholar.google.com/&scioq=%22relation%22+%22neural%22+%22docred%22&hl=en&as_sdt=2007"
0,"T Nayak, HT Ng","A Hierarchical Entity Graph Convolutional Network for Relation Extraction across Documents",2021,"arXiv preprint arXiv:2108.09505","arxiv.org","https://arxiv.org/abs/2108.09505","",57,"2022-03-25 12:38:46","","","","",,,,,0,0.00,0,2,1,"… We implement four neural baseline models for comparison with our proposed HEGCN model. Similar to our proposed model, we represent the tokens in the documents using pre-…","https://arxiv.org/pdf/2108.09505","https://scholar.google.com/scholar?q=related:VN8SBceORj0J:scholar.google.com/&scioq=%22relation%22+%22neural%22+%22docred%22&hl=en&as_sdt=2007"
0,"E Noriega-Atala, PM Lovett, CT Morrison, ...","Neural Architectures for Biological Inter-Sentence Relation Extraction",2021,"arXiv preprint arXiv …","arxiv.org","https://arxiv.org/abs/2112.09288","",59,"2022-03-25 12:38:46","","","","",,,,,0,0.00,0,4,1,"… We propose a family of neural architectures to detect biological context of biochemical events. We approach the problem as an inter-sentence relation extraction that uses multiple …","https://arxiv.org/pdf/2112.09288","https://scholar.google.com/scholar?q=related:rIJx7TSG70EJ:scholar.google.com/&scioq=%22relation%22+%22neural%22+%22docred%22&hl=en&as_sdt=2007"
0,"L Tang, D Rajan, S Mohan, A Pradhan, ...","Making Document-Level Information Extraction Right for the Right Reasons",2021,"arXiv preprint arXiv …","arxiv.org","https://arxiv.org/abs/2110.07686","",61,"2022-03-25 12:38:46","","","","",,,,,0,0.00,0,5,1,"… However, document-level neural models can easily learn spurious correlations from … DocRED which return both predicted labels as well as evidence. (1) DIRECT predicts the relation …","https://arxiv.org/pdf/2110.07686","https://scholar.google.com/scholar?q=related:VnqRASrotGIJ:scholar.google.com/&scioq=%22relation%22+%22neural%22+%22docred%22&hl=en&as_sdt=2007"
0,"L Zhao, W Xu, S Gao, J Guo","Utilizing graph neural networks to improving dialogue-based relation extraction",2021,"Neurocomputing","Elsevier","https://www.sciencedirect.com/science/article/pii/S0925231221008353","",64,"2022-03-25 12:38:46","","","","",,,,,0,0.00,0,4,1,"… In contrast with single-sentence relation extraction, it is more difficult to learn cross-sentence … a convolutional neural network model on the BioCreative-V chemical-disease relation (CDR…","https://www.researchgate.net/profile/Lulu-Zhao-8/publication/351844750_Utilizing_Graph_Neural_Networks_to_Improving_Dialogue-based_Relation_Extraction/links/60e7e0b730e8e50c01f05749/Utilizing-Graph-Neural-Networks-to-Improving-Dialogue-based-Relation-Extraction.pdf","https://scholar.google.com/scholar?q=related:9_CblxBiiWMJ:scholar.google.com/&scioq=%22relation%22+%22neural%22+%22docred%22&hl=en&as_sdt=2007"
0,"Y Yan, H Sun, J Liu","A Review and Outlook for Relation Extraction",2021,"The 5th International Conference on Computer …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/3487075.3487103","",66,"2022-03-25 12:38:46","","10.1145/3487075.3487103","","",,,,,0,0.00,0,3,1,"… In this section, we introduce pattern matching, statistics relation extraction, and the supervised neural relation extraction models and briefly shows the connections and differences …","https://dl.acm.org/doi/pdf/10.1145/3487075.3487103","https://scholar.google.com/scholar?q=related:HMsvqN5pISYJ:scholar.google.com/&scioq=%22relation%22+%22neural%22+%22docred%22&hl=en&as_sdt=2007"
0,"E Christopoulou","Textual Relation Extraction with Edge-oriented Graph Neural Models",2020,"","research.manchester.ac.uk","https://www.research.manchester.ac.uk/portal/files/173349138/FULL_TEXT.PDF","",74,"2022-03-25 12:38:46","PDF","","","",,,,,0,0.00,0,1,2,"… a relation extraction problem with only two relation categories: a pair shares a relation, or it does not share a relation. … identified by the model as sharing a relation, TN (True Negatives) …","https://www.research.manchester.ac.uk/portal/files/173349138/FULL_TEXT.PDF","https://scholar.google.com/scholar?q=related:Ur4J33-xCiEJ:scholar.google.com/&scioq=%22relation%22+%22neural%22+%22docred%22&hl=en&as_sdt=2007"
0,"CX Chu, S Razniewski, G Weikum","KnowFi: Knowledge Extraction from Long Fictional Texts",2021,"3rd Conference on Automated …","openreview.net","https://openreview.net/forum?id=8smkJ2ekBRC","",75,"2022-03-25 12:38:46","","","","",,,,,0,0.00,0,3,1,"… , that combines BERT-enhanced neural learning with judicious … over the best prior methods for neural relation extraction. … -text benchmarks TacRed and DocRed. The absolute numbers …","https://openreview.net/pdf?id=8smkJ2ekBRC","https://scholar.google.com/scholar?q=related:0XYfHsFtZEgJ:scholar.google.com/&scioq=%22relation%22+%22neural%22+%22docred%22&hl=en&as_sdt=2007"
0,"D Christofidellis, M Manica, L Georgopoulos, ...","An Automated Domain Understanding Technique for Knowledge Graph Generation",2020,"","openreview.net","https://openreview.net/forum?id=sTcyRPRQ2VT","",79,"2022-03-25 12:38:46","","","","",,,,,0,0.00,0,4,2,"… Inspired by state-of-the-art approaches in the field of neural network translation, our model … and DocRED datasets provide the needed information such as entity types and relation type …","https://openreview.net/pdf?id=sTcyRPRQ2VT","https://scholar.google.com/scholar?q=related:OhFC3ttuex4J:scholar.google.com/&scioq=%22relation%22+%22neural%22+%22docred%22&hl=en&as_sdt=2007"
0,"S Yang, J Guo","Improved strategies of relation extraction based on graph convolutional model on tree structure for web information processing",2022,"Journal of Industrial Information Integration","Elsevier","https://www.sciencedirect.com/science/article/pii/S2452414X21000959","",81,"2022-03-25 12:38:46","","","","",,,,,0,0.00,0,2,1,"… by different neural networks. In this paper, two improvement relation extraction strategies … with GCNTree to realize joint learning of relation and entity extraction. Experimental results …","","https://scholar.google.com/scholar?q=related:k8SG6EQkKQsJ:scholar.google.com/&scioq=%22relation%22+%22neural%22+%22docred%22&hl=en&as_sdt=2007"
0,"S Kriman","Joint document-level information extraction",2021,"","ideals.illinois.edu","https://www.ideals.illinois.edu/handle/2142/110851","",82,"2022-03-25 12:38:46","","","","",,,,,0,0.00,0,1,1,"… Recently neural models have been used to great effect in order to solve many information … We evaluate our models on the ACE-05+ and DocRed datasets respectively, and find …","",""
0,"G Wang, S Liu, F Wei","Weighted graph convolution over dependency trees for nontaxonomic relation extraction on public opinion information",2022,"Applied Intelligence","Springer","https://link.springer.com/article/10.1007/s10489-021-02596-9","",83,"2022-03-25 12:38:46","","10.1007/s10489-021-02596-9","","",,,,,0,0.00,0,3,1,"… We propose a neural model for nontaxonomic relation extraction that combines a weighted graph … [31] introduced DocRED, a dataset of cross-sentence relation extractions on Wikipedia …","","https://scholar.google.com/scholar?q=related:JurlcsTBdbYJ:scholar.google.com/&scioq=%22relation%22+%22neural%22+%22docred%22&hl=en&as_sdt=2007"
0,"D Christofidellis, M Manica, L Georgopoulos, ...","Understood in Translation, Transformers for Domain Understanding",2020,"arXiv preprint arXiv …","arxiv.org","https://arxiv.org/abs/2012.10271","",86,"2022-03-25 12:38:46","","","","",,,,,0,0.00,0,4,2,"… Inspired by state-of-the-art approaches in the field of neural machine translation, our model … for these specific relation types. This is highlighted especially in the DocRED case, as we …","https://arxiv.org/pdf/2012.10271","https://scholar.google.com/scholar?q=related:62f2ov4jZSEJ:scholar.google.com/&scioq=%22relation%22+%22neural%22+%22docred%22&hl=en&as_sdt=2007"
0,"S Singhania, S Razniewski, G Weikum","Predicting Document Coverage for Relation Extraction",2021,"arXiv preprint arXiv:2111.13611","arxiv.org","https://arxiv.org/abs/2111.13611","",87,"2022-03-25 12:38:46","","","","",,,,,0,0.00,0,3,1,"… This problem would be easy if we could first run a neural RE system on each document and … For SSAN, documents first need to be pre-processed to construct the necessary DocRED …","https://arxiv.org/pdf/2111.13611","https://scholar.google.com/scholar?q=related:5sOAxwGWAQEJ:scholar.google.com/&scioq=%22relation%22+%22neural%22+%22docred%22&hl=en&as_sdt=2007"
0,"M Wang, P Xue, Y Li, Z Wu","Distilling the Documents for Relation Extraction by Topic Segmentation",2021,"International Conference on Document …","Springer","https://link.springer.com/chapter/10.1007/978-3-030-86549-8_33","",88,"2022-03-25 12:38:46","","10.1007/978-3-030-86549-8_33","","",,,,,0,0.00,0,4,1,"… Sentence-level relation extraction (RE) is always hard to identify the relations across … And we notice that in the process of relation extraction, documents always contain much irrelevant …","","https://scholar.google.com/scholar?q=related:O6SqNigS3mkJ:scholar.google.com/&scioq=%22relation%22+%22neural%22+%22docred%22&hl=en&as_sdt=2007"
0,"V Kanjirangat, F Rinaldi","Enhancing Biomedical Relation Extraction with Transformer Models using Shortest Dependency Path Features and Triplet Information",2021,"Journal of Biomedical Informatics","Elsevier","https://www.sciencedirect.com/science/article/pii/S1532046421002227","",91,"2022-03-25 12:38:46","HTML","","","",,,,,0,0.00,0,2,1,"… ME) model and a convolutional neural network (CNN) for relation extraction. Specifically, they used … We plan to focus initially on general datasets such as DocRed [45], and SciREX [46]. …","https://www.sciencedirect.com/science/article/pii/S1532046421002227","https://scholar.google.com/scholar?q=related:zw_t0Hec7mUJ:scholar.google.com/&scioq=%22relation%22+%22neural%22+%22docred%22&hl=en&as_sdt=2007"
0,"K Huang, J Huang, G Wang","System for entity and evidence-guided relation prediction and method of using the same",2022,"US Patent App. 17/002,506","Google Patents","https://patents.google.com/patent/US20220067278A1/en","",92,"2022-03-25 12:38:46","","","","",,,,,0,0.00,0,3,1,"… using neural models to learn the relations. Progress has been made on neural models for … 7 shows results of relation extraction on the supervised setting of DocRED, where …","",""
0,"W Li, T Qian, M Zhong, X Chen","Interactive Lexical and Semantic Graphs for Semisupervised Relation Extraction",2022,"IEEE Transactions on Neural …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/9675808/","",93,"2022-03-25 12:38:46","","","","",,,,,0,0.00,0,4,1,"… to a certain relation in KB, then all sentences mentioning these entities indicate this relation. While … In this section, we review the literature in relation exaction and graph neural networks (…","https://ieeexplore.ieee.org/iel7/5962385/6104215/09675808.pdf","https://scholar.google.com/scholar?q=related:ozC8Yp1ZYUQJ:scholar.google.com/&scioq=%22relation%22+%22neural%22+%22docred%22&hl=en&as_sdt=2007"
0,"Y Han, A Silva, L Luo, S Karunasekera, ...","Knowledge Enhanced Multi-modal Fake News Detection",2021,"arXiv preprint arXiv …","arxiv.org","https://arxiv.org/abs/2108.04418","",97,"2022-03-25 12:38:46","","","","",,,,,0,0.00,0,5,1,"… on the DocRED dataset (since DocRED is especially collected for document-level relation … In this section, we first give a brief introduction to graph neural networks and SubGNN, and …","https://arxiv.org/pdf/2108.04418","https://scholar.google.com/scholar?q=related:qXZkJICoVnoJ:scholar.google.com/&scioq=%22relation%22+%22neural%22+%22docred%22&hl=en&as_sdt=2007"
0,"N Popovic, W Laurito, M Färber","AIFB-WebScience at SemEval-2022 Task 12: Relation Extraction First--Using Relation Extraction to Identify Entities",2022,"arXiv preprint arXiv:2203.05325","arxiv.org","https://arxiv.org/abs/2203.05325","",98,"2022-03-25 12:38:46","","","","",,,,,0,0.00,0,3,1,"… In order to measure the impact of tokenization errors produced by adjusting labels during training, we perform a partial matching of relation labels as follows: For predicted relation …","https://arxiv.org/pdf/2203.05325",""
0,"박성식, 김학수","개체-문맥 간 상호 주의 집중을 이용한 문서 단위 관계 추출",2020,"한국정보과학회 학술발표논문집","dbpia.co.kr","https://www.dbpia.co.kr/Journal/articleDetail?nodeId=NODE09874444","",99,"2022-03-25 12:38:46","","","","",,,,,0,0.00,0,2,2,"… “Contextaware representations for knowledge base relation extraction”, Proc. of the 2017 Conference on Empirical Methods in Natural Language Processing, pp.1784–1789, 2017.09. […","","https://scholar.google.com/scholar?q=related:yszrXfBHETwJ:scholar.google.com/&scioq=%22relation%22+%22neural%22+%22docred%22&hl=en&as_sdt=2007"
0,"C Qian, G Chunxiang, X Guo, W Suge, L Deyu","Inter-sentence Entity Relation Extraction based on GNN of Message Propagation",2022,"","researchsquare.com","https://www.researchsquare.com/article/rs-1202426/latest.pdf","",100,"2022-03-25 12:38:46","PDF","","","",,,,,0,0.00,0,5,1,"… In recent years, graph-based approaches have gradually become the mainstream technique for document-level relation extraction due to the advantages of graph neural networks in …","https://www.researchsquare.com/article/rs-1202426/latest.pdf",""
